Standard, Pooled,,Starting Parameters
55,0,,Turns: 25 Volatility: 10 Deviation: 10 Standard: 5 Poor: 5 Rich: 5 Special: 5 Diversity: 5 Crash: 5 Charity: 10 Realism: True Greed Amp: 5 Need Amp: 5 Spec Amp: 5 Waste Amp: 10 Realism Amp: 50 Frugal Amp: 75 Liberal Amp: 25
20,0
35,0
15,0
30,0
20,5,,Turns: 25 Volatility: 10 Deviation: 10 Standard: 5 Poor: 5 Rich: 5 Special: 5 Diversity: 3 Crash: 5 Charity: 10 Realism: True Greed Amp: 5 Need Amp: 5 Spec Amp: 5 Waste Amp: 10 Realism Amp: 50 Frugal Amp: 75 Liberal Amp: 25
45,0
45,15
60,80
25,5
